epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
180,515.104,0.31715,0.24712,1.05329,0.97615,0.95833,0.99056,0.88026,0.6257,0.42696,1.18356,0.000650736,0.000650736,0.000650736
181,517.939,0.34447,0.25153,1.04487,0.95349,0.95833,0.95305,0.82637,0.68807,0.52288,1.26801,0.000650383,0.000650383,0.000650383
182,520.79,0.32158,0.25448,1.05135,0.95334,1,0.9902,0.83298,0.71495,0.49273,1.24436,0.000650029,0.000650029,0.000650029
183,523.628,0.34819,0.25718,1.06954,0.99707,1,0.995,0.83771,0.61839,0.51574,1.09476,0.000649676,0.000649676,0.000649676
184,526.478,0.31964,0.23769,1.05893,0.95183,1,0.9934,0.81913,0.65578,0.61937,1.15359,0.000649322,0.000649322,0.000649322
185,529.347,0.33936,0.2657,1.06746,0.98466,1,0.995,0.88271,0.60398,0.45655,1.20229,0.000648969,0.000648969,0.000648969
186,532.213,0.3394,0.25985,1.07614,0.99635,1,0.995,0.89258,0.5221,0.37402,1.09588,0.000648615,0.000648615,0.000648615
187,535.06,0.36212,0.26611,1.0866,0.93468,0.91667,0.96922,0.88828,0.47758,0.41244,1.0345,0.000648262,0.000648262,0.000648262
188,537.907,0.31729,0.2493,1.06101,0.8568,1,0.96537,0.86369,0.48953,0.38228,1.04862,0.000647909,0.000647909,0.000647909
189,540.75,0.31221,0.26814,1.00845,0.95244,1,0.967,0.88993,0.44445,0.38182,0.99717,0.000647555,0.000647555,0.000647555
190,543.602,0.33192,0.23786,1.05902,0.99538,1,0.995,0.89894,0.53956,0.41275,1.11849,0.000647202,0.000647202,0.000647202
191,546.44,0.30377,0.24733,1.02245,0.99393,1,0.995,0.8649,0.61355,0.41439,1.197,0.000646848,0.000646848,0.000646848
192,549.289,0.30974,0.23853,1.018,0.99742,1,0.995,0.88181,0.62762,0.46058,1.17837,0.000646495,0.000646495,0.000646495
193,552.156,0.30579,0.24813,0.99045,0.99563,1,0.995,0.9089,0.5854,0.44896,1.13198,0.000646141,0.000646141,0.000646141
194,555.001,0.32594,0.24174,1.05144,1,0.99822,0.995,0.84514,0.59254,0.4517,1.14307,0.000645788,0.000645788,0.000645788
195,557.875,0.3054,0.23039,1.00606,0.99426,1,0.995,0.81047,0.66387,0.46478,1.20249,0.000645435,0.000645435,0.000645435
196,560.724,0.31423,0.24112,1.0107,0.91749,1,0.98859,0.84463,0.6428,0.46949,1.17235,0.000645081,0.000645081,0.000645081
197,563.591,0.28927,0.24692,1.02654,0.99405,1,0.995,0.71241,0.82198,0.66902,1.39475,0.000644728,0.000644728,0.000644728
198,566.445,0.32276,0.23473,1.03588,0.99747,1,0.995,0.88252,0.48382,0.39697,0.99842,0.000644374,0.000644374,0.000644374
199,569.317,0.34672,0.23227,1.06324,0.99767,1,0.995,0.90616,0.44789,0.27093,0.94821,0.000644021,0.000644021,0.000644021
200,572.171,0.29332,0.2264,1.03342,0.99884,1,0.995,0.91293,0.5153,0.3511,1.00577,0.000643667,0.000643667,0.000643667
201,575.039,0.26885,0.2064,0.96993,0.99798,1,0.995,0.91602,0.55359,0.35065,1.104,0.000643314,0.000643314,0.000643314
202,577.916,0.28468,0.22881,1.03715,0.99761,1,0.995,0.89873,0.54916,0.31829,1.108,0.000642961,0.000642961,0.000642961
203,580.751,0.33211,0.24051,1.02647,0.99681,1,0.995,0.90998,0.49437,0.27061,1.04397,0.000642607,0.000642607,0.000642607
204,583.621,0.2991,0.22161,1.02744,0.99711,1,0.995,0.92357,0.45418,0.28936,1.00711,0.000642254,0.000642254,0.000642254
205,586.539,0.33377,0.23954,1.04252,0.99699,1,0.995,0.92133,0.49525,0.29008,1.05551,0.0006419,0.0006419,0.0006419
206,589.428,0.28336,0.21233,1.01975,0.99744,1,0.995,0.91436,0.5257,0.28718,1.06838,0.000641547,0.000641547,0.000641547
207,592.278,0.30639,0.23314,1.02629,0.99741,1,0.995,0.89317,0.49123,0.27464,1.01813,0.000641193,0.000641193,0.000641193
208,595.134,0.30093,0.21348,1.02157,0.99773,1,0.995,0.90179,0.54538,0.34813,1.06403,0.00064084,0.00064084,0.00064084
209,597.988,0.33342,0.25769,1.00632,0.99605,1,0.995,0.78151,0.79375,0.57195,1.29031,0.000640487,0.000640487,0.000640487
210,600.885,0.29001,0.23806,1.02549,0.99188,1,0.995,0.72363,0.88002,0.73831,1.30598,0.000640133,0.000640133,0.000640133
211,603.754,0.30174,0.22926,1.01529,0.99545,1,0.995,0.68533,0.99184,0.91076,1.39566,0.00063978,0.00063978,0.00063978
212,606.598,0.2966,0.22885,1.0094,0.88356,0.94879,0.96387,0.6898,0.81874,0.74824,1.20949,0.000639426,0.000639426,0.000639426
213,609.447,0.30929,0.2367,1.0226,0.92823,0.75,0.93064,0.69363,0.82125,0.74346,1.24097,0.000639073,0.000639073,0.000639073
214,612.294,0.31795,0.256,1.04575,0.6464,0.99039,0.87475,0.65082,0.82498,0.82309,1.26454,0.000638719,0.000638719,0.000638719
215,615.162,0.35192,0.25683,1.06229,1,0.9669,0.995,0.80921,0.65376,0.56177,1.13116,0.000638366,0.000638366,0.000638366
216,618.02,0.30308,0.23688,1.01607,0.99447,1,0.995,0.89474,0.51865,0.3853,1.0029,0.000638013,0.000638013,0.000638013
217,620.885,0.30009,0.21885,1.02103,0.95801,1,0.995,0.93302,0.54417,0.43871,0.997,0.000637659,0.000637659,0.000637659
218,623.835,0.28104,0.24432,1.01981,0.91944,0.95833,0.98595,0.91271,0.65086,0.5978,1.03695,0.000637306,0.000637306,0.000637306
219,626.695,0.27696,0.22975,1.03644,0.98456,1,0.995,0.91363,0.74305,0.66215,1.13537,0.000636952,0.000636952,0.000636952
220,629.55,0.331,0.22093,1.05207,0.97893,1,0.995,0.89561,0.70977,0.61022,1.15071,0.000636599,0.000636599,0.000636599
221,632.402,0.31151,0.23637,1.03509,0.994,1,0.995,0.89912,0.65811,0.51876,1.11773,0.000636245,0.000636245,0.000636245
222,635.265,0.29376,0.23625,0.98955,0.99209,1,0.995,0.88434,0.63949,0.42997,1.11858,0.000635892,0.000635892,0.000635892
223,638.114,0.32397,0.25849,1.04209,0.98552,1,0.995,0.88961,0.56591,0.40529,1.02709,0.000635539,0.000635539,0.000635539
224,641.008,0.32132,0.23571,1.05164,0.96334,0.95833,0.9934,0.8882,0.55169,0.46518,1.02469,0.000635185,0.000635185,0.000635185
225,643.886,0.26486,0.24143,1.0037,0.9558,1,0.995,0.88582,0.57878,0.46437,1.07833,0.000634832,0.000634832,0.000634832
226,646.733,0.31895,0.23631,1.03214,1,0.99915,0.995,0.8782,0.61985,0.45628,1.18005,0.000634478,0.000634478,0.000634478
227,649.576,0.31247,0.21835,1.03951,0.99463,1,0.995,0.83529,0.66946,0.39551,1.29453,0.000634125,0.000634125,0.000634125
228,652.412,0.27546,0.22124,1.0143,0.97581,0.95833,0.99192,0.82546,0.7052,0.43998,1.31426,0.000633771,0.000633771,0.000633771
229,655.285,0.29743,0.22722,1.0081,0.97932,1,0.995,0.82159,0.65192,0.41399,1.20917,0.000633418,0.000633418,0.000633418
230,658.131,0.3062,0.23507,1.01474,0.9903,1,0.995,0.77142,0.68985,0.57436,1.20401,0.000633065,0.000633065,0.000633065
231,660.977,0.29948,0.23149,1.01295,0.99378,1,0.995,0.80355,0.66863,0.63671,1.17171,0.000632711,0.000632711,0.000632711
232,663.839,0.31742,0.22838,1.0182,0.98834,1,0.995,0.89794,0.56702,0.39796,1.08223,0.000632358,0.000632358,0.000632358
233,666.728,0.29749,0.216,1.02366,0.989,1,0.995,0.89745,0.56414,0.40281,1.09558,0.000632004,0.000632004,0.000632004
234,669.605,0.27771,0.23339,1.00716,1,0.98934,0.995,0.85023,0.63462,0.41306,1.15092,0.000631651,0.000631651,0.000631651
235,672.457,0.27115,0.24457,1.01123,0.95117,1,0.9902,0.8365,0.63291,0.4457,1.17629,0.000631297,0.000631297,0.000631297
236,675.315,0.2667,0.23098,1.01318,0.81982,0.94817,0.94105,0.72284,0.76586,0.62362,1.34144,0.000630944,0.000630944,0.000630944
237,678.162,0.32495,0.22815,1.03544,0.83726,0.875,0.86253,0.5778,0.94732,0.82466,1.56015,0.000630591,0.000630591,0.000630591
238,681.031,0.31733,0.22511,1.05446,0.88664,0.91667,0.95105,0.70864,0.76109,0.65349,1.34676,0.000630237,0.000630237,0.000630237
239,683.883,0.31052,0.22312,1.01839,0.92037,1,0.98859,0.77861,0.69419,0.51303,1.28576,0.000629884,0.000629884,0.000629884
240,686.751,0.31054,0.23114,1.05489,0.93204,0.91667,0.97111,0.7629,0.72037,0.60357,1.31447,0.00062953,0.00062953,0.00062953
241,689.606,0.32284,0.22499,1.0366,0.91633,0.91278,0.97684,0.75369,0.79455,0.74621,1.32797,0.000629177,0.000629177,0.000629177
242,692.451,0.35232,0.26198,1.10892,0.91885,0.95833,0.98367,0.81925,0.71441,0.59375,1.2398,0.000628823,0.000628823,0.000628823
243,695.297,0.31437,0.23933,1.0403,0.9817,0.95833,0.987,0.82149,0.69694,0.52624,1.33902,0.00062847,0.00062847,0.00062847
244,698.14,0.30517,0.23866,1.04591,0.95293,0.95833,0.98692,0.80784,0.7244,0.51301,1.43564,0.000628117,0.000628117,0.000628117
245,700.988,0.31356,0.27446,1.01657,0.94972,0.95833,0.98429,0.78665,0.77266,0.44053,1.50767,0.000627763,0.000627763,0.000627763
246,703.84,0.31127,0.21533,1.00829,0.95826,0.95674,0.98367,0.7446,0.8774,0.51636,1.71156,0.00062741,0.00062741,0.00062741
247,706.696,0.28369,0.20329,1.01336,0.81884,0.95833,0.94729,0.63907,1.02449,0.87824,1.80685,0.000627056,0.000627056,0.000627056
248,709.545,0.25614,0.22391,1.00194,0.68922,0.95833,0.876,0.54668,1.15348,1.0368,1.87404,0.000626703,0.000626703,0.000626703
249,712.411,0.28054,0.22127,1.03376,0.68975,0.875,0.83398,0.50961,1.19043,1.05472,1.88513,0.000626349,0.000626349,0.000626349
250,715.287,0.30027,0.25567,1.02795,0.81335,0.875,0.91939,0.67944,0.90922,0.80033,1.55802,0.000625996,0.000625996,0.000625996
251,718.149,0.31952,0.2251,1.03976,0.85169,1,0.97642,0.79423,0.73846,0.55448,1.32636,0.000625642,0.000625642,0.000625642
252,721.007,0.27817,0.21807,1.00154,0.923,0.99891,0.99026,0.82052,0.64318,0.42929,1.22881,0.000625289,0.000625289,0.000625289
253,723.864,0.28286,0.21452,1.02492,0.99967,0.95833,0.99192,0.83457,0.64353,0.41497,1.23658,0.000624936,0.000624936,0.000624936
254,726.731,0.29545,0.22442,1.01214,0.95212,1,0.9918,0.83007,0.65044,0.42981,1.24546,0.000624582,0.000624582,0.000624582
255,729.565,0.30396,0.26375,1.04427,0.99906,1,0.995,0.84924,0.59477,0.38024,1.12741,0.000624229,0.000624229,0.000624229
256,732.42,0.27729,0.20321,1.02906,0.99642,1,0.995,0.87817,0.60553,0.36567,1.12603,0.000623875,0.000623875,0.000623875
257,735.269,0.29808,0.2232,1.03079,0.95694,1,0.9934,0.87498,0.54099,0.34898,1.06782,0.000623522,0.000623522,0.000623522
258,738.144,0.28754,0.22614,1.00144,0.99462,1,0.995,0.90422,0.53507,0.35304,1.00605,0.000623168,0.000623168,0.000623168
259,740.99,0.29951,0.21283,1.0379,0.99782,1,0.995,0.89917,0.54964,0.33536,1.01682,0.000622815,0.000622815,0.000622815
260,743.858,0.28056,0.21766,1.01635,0.99907,1,0.995,0.90961,0.51258,0.37551,0.98633,0.000622462,0.000622462,0.000622462
261,746.72,0.28912,0.21871,1.00458,0.99706,1,0.995,0.87797,0.51303,0.36527,0.99066,0.000622108,0.000622108,0.000622108
262,749.613,0.25911,0.22865,1.01364,0.95578,1,0.9934,0.89303,0.47204,0.38782,0.96944,0.000621755,0.000621755,0.000621755
263,752.464,0.25743,0.22226,1.01854,0.99511,1,0.995,0.93158,0.4175,0.28063,0.9268,0.000621401,0.000621401,0.000621401
264,755.315,0.33273,0.24476,1.07929,0.99782,1,0.995,0.95038,0.38378,0.24548,0.86921,0.000621048,0.000621048,0.000621048
265,758.222,0.29828,0.28355,1.04607,0.99782,1,0.995,0.92996,0.40249,0.24527,0.90294,0.000620694,0.000620694,0.000620694
266,761.083,0.28497,0.23784,1.01413,0.99751,1,0.995,0.91822,0.42449,0.26783,0.95123,0.000620341,0.000620341,0.000620341
267,763.938,0.29492,0.20354,1.00287,0.997,1,0.995,0.92755,0.4538,0.30982,1.01262,0.000619988,0.000619988,0.000619988
268,766.803,0.27753,0.2388,1.02109,0.99756,1,0.995,0.90126,0.5009,0.45153,1.07823,0.000619634,0.000619634,0.000619634
269,769.643,0.27287,0.22115,1.02125,0.99785,1,0.995,0.89889,0.5383,0.43978,1.09729,0.000619281,0.000619281,0.000619281
270,772.501,0.2932,0.23113,1.00295,0.99772,1,0.995,0.8556,0.59704,0.40276,1.17281,0.000618927,0.000618927,0.000618927
271,775.357,0.27366,0.22127,1.02203,0.99737,1,0.995,0.85966,0.63167,0.39145,1.23538,0.000618574,0.000618574,0.000618574
272,778.203,0.29718,0.20244,0.99772,0.99734,1,0.995,0.8664,0.66558,0.39266,1.32433,0.00061822,0.00061822,0.00061822
273,781.08,0.2632,0.21451,1.00782,0.99523,1,0.995,0.88446,0.63438,0.38782,1.27666,0.000617867,0.000617867,0.000617867
274,783.915,0.23812,0.19336,0.95482,0.98518,1,0.995,0.85259,0.66084,0.49502,1.29351,0.000617514,0.000617514,0.000617514
275,786.764,0.2645,0.21935,1.00265,0.93799,1,0.967,0.8184,0.71236,0.55595,1.3536,0.00061716,0.00061716,0.00061716
276,789.608,0.29221,0.22047,1.05098,0.95526,1,0.965,0.84086,0.77816,0.62301,1.42562,0.000616807,0.000616807,0.000616807
277,792.492,0.27395,0.21881,0.99462,0.95095,1,0.9886,0.85214,0.75488,0.65341,1.32755,0.000616453,0.000616453,0.000616453
278,795.348,0.31497,0.25188,1.02192,0.9317,1,0.9902,0.82383,0.91631,0.56089,1.48745,0.0006161,0.0006161,0.0006161
279,798.238,0.2602,0.20001,1.01287,0.97394,0.91667,0.98736,0.82054,0.81107,0.53388,1.37889,0.000615746,0.000615746,0.000615746
280,801.092,0.27428,0.22192,1.02157,0.9418,1,0.9918,0.84565,0.70662,0.51442,1.24716,0.000615393,0.000615393,0.000615393
281,803.983,0.31778,0.23,1.04445,0.92851,0.95833,0.98151,0.8114,0.72884,0.57277,1.26332,0.00061504,0.00061504,0.00061504
282,806.827,0.27552,0.23447,1.02011,0.92279,0.99609,0.99192,0.68748,0.95093,0.65083,1.55306,0.000614686,0.000614686,0.000614686
283,809.717,0.26251,0.21794,0.98662,0.94896,1,0.9702,0.65804,1.08197,0.74968,1.74279,0.000614333,0.000614333,0.000614333
284,812.557,0.28487,0.22141,1.01819,0.88795,1,0.98213,0.75147,0.97561,0.61621,1.70164,0.000613979,0.000613979,0.000613979
285,815.405,0.28576,0.23816,1.03516,0.9958,1,0.995,0.78554,0.86924,0.52812,1.62041,0.000613626,0.000613626,0.000613626
286,818.255,0.26511,0.22744,1.01785,0.99489,1,0.995,0.75013,0.83049,0.6122,1.57195,0.000613272,0.000613272,0.000613272
287,821.123,0.25501,0.21833,0.99315,0.99017,1,0.995,0.70123,0.87376,0.76218,1.6101,0.000612919,0.000612919,0.000612919
288,823.979,0.26414,0.20663,1.00425,0.90661,1,0.95341,0.69919,0.79006,0.78081,1.51438,0.000612566,0.000612566,0.000612566
289,826.824,0.29441,0.22583,1.04631,0.97719,0.95833,0.99192,0.75388,0.77829,0.71648,1.52047,0.000612212,0.000612212,0.000612212
290,829.697,0.29702,0.24053,1.01988,0.9919,1,0.995,0.76364,0.87653,0.66791,1.72525,0.000611859,0.000611859,0.000611859
291,832.564,0.28098,0.22709,1.00783,0.95522,1,0.9902,0.78122,0.85949,0.64473,1.64263,0.000611505,0.000611505,0.000611505
292,835.413,0.2817,0.21813,0.97993,0.95948,0.987,0.9934,0.84094,0.71841,0.4948,1.41963,0.000611152,0.000611152,0.000611152
293,838.277,0.31997,0.22761,1.04457,0.99612,1,0.995,0.91727,0.52066,0.36539,1.13865,0.000610798,0.000610798,0.000610798
294,841.126,0.26561,0.23572,0.99186,1,0.99577,0.995,0.91041,0.50501,0.3421,1.07572,0.000610445,0.000610445,0.000610445
295,843.991,0.25603,0.203,0.98806,0.98765,0.95833,0.99192,0.91357,0.49422,0.34125,1.02322,0.000610092,0.000610092,0.000610092
296,846.876,0.24847,0.1985,1.00454,0.99479,1,0.995,0.9268,0.48288,0.2959,0.99435,0.000609738,0.000609738,0.000609738
297,849.699,0.26764,0.20853,1.00166,0.9963,1,0.995,0.9252,0.49596,0.30539,0.98948,0.000609385,0.000609385,0.000609385
298,852.56,0.28444,0.22757,0.98453,1,0.99242,0.995,0.91448,0.52579,0.35966,1.05473,0.000609031,0.000609031,0.000609031
299,855.412,0.29257,0.27408,1.05843,0.95267,0.95833,0.99192,0.89073,0.57082,0.47287,1.10875,0.000608678,0.000608678,0.000608678
300,858.259,0.27649,0.20308,1.02729,0.99181,1,0.995,0.91324,0.5458,0.44528,1.04882,0.000608324,0.000608324,0.000608324
301,861.102,0.26864,0.22744,1.00797,0.98944,1,0.995,0.89675,0.51218,0.39086,0.99421,0.000607971,0.000607971,0.000607971
302,863.962,0.25808,0.21617,1.00436,0.95862,1,0.9902,0.90206,0.48536,0.42736,0.94597,0.000607618,0.000607618,0.000607618
303,866.813,0.27777,0.20622,1.02067,0.98753,1,0.995,0.89429,0.4991,0.44438,0.94963,0.000607264,0.000607264,0.000607264
304,869.667,0.3066,0.2295,1.0056,0.9944,1,0.995,0.89466,0.51427,0.41761,0.96793,0.000606911,0.000606911,0.000606911
305,872.514,0.23719,0.19466,0.96232,0.99692,1,0.995,0.91971,0.49406,0.37138,0.92586,0.000606557,0.000606557,0.000606557
306,875.376,0.26523,0.19958,1.01563,0.99872,1,0.995,0.91793,0.49027,0.36174,0.91912,0.000606204,0.000606204,0.000606204
307,878.229,0.23046,0.2011,0.99023,0.99501,0.95833,0.9934,0.90627,0.53015,0.41106,0.95813,0.00060585,0.00060585,0.00060585
308,881.085,0.28061,0.18651,1.02755,0.97912,1,0.995,0.84322,0.66051,0.47957,1.10715,0.000605497,0.000605497,0.000605497
309,883.95,0.23409,0.17844,0.99525,0.95973,0.99316,0.977,0.73219,0.85222,0.57977,1.33227,0.000605144,0.000605144,0.000605144
310,886.803,0.23328,0.19889,0.96203,0.91781,1,0.97077,0.75401,0.86034,0.57434,1.34032,0.00060479,0.00060479,0.00060479
311,889.684,0.25691,0.21708,1.01277,0.91448,0.95833,0.96736,0.82441,0.69487,0.57714,1.1672,0.000604437,0.000604437,0.000604437
312,892.537,0.29017,0.22988,1.01075,0.95994,0.99851,0.9886,0.8694,0.61184,0.48877,1.09636,0.000604083,0.000604083,0.000604083
313,895.388,0.24187,0.21518,0.98504,0.99642,1,0.995,0.86805,0.5923,0.38169,1.0969,0.00060373,0.00060373,0.00060373
314,898.239,0.24382,0.20069,1.00741,0.99763,1,0.995,0.8574,0.66279,0.41423,1.28374,0.000603376,0.000603376,0.000603376
315,901.097,0.25964,0.20045,1.00696,0.99738,1,0.995,0.86174,0.7265,0.47476,1.43806,0.000603023,0.000603023,0.000603023
316,903.942,0.2764,0.2332,1.01135,0.99623,1,0.995,0.84354,0.73614,0.42856,1.46922,0.00060267,0.00060267,0.00060267
317,906.805,0.30295,0.23073,1.02104,0.98967,1,0.995,0.87465,0.63473,0.34707,1.28665,0.000602316,0.000602316,0.000602316
318,909.654,0.24904,0.21185,0.96832,0.95991,1,0.995,0.89363,0.56262,0.32734,1.13009,0.000601963,0.000601963,0.000601963
319,912.516,0.28539,0.24272,1.0073,0.96098,1,0.995,0.88287,0.56439,0.33241,1.09614,0.000601609,0.000601609,0.000601609
320,915.362,0.26243,0.21214,1.00168,0.97287,1,0.995,0.87855,0.56888,0.34118,1.08576,0.000601256,0.000601256,0.000601256
321,918.206,0.27995,0.22943,0.97642,0.98674,1,0.995,0.85163,0.60567,0.39624,1.13837,0.000600902,0.000600902,0.000600902
322,921.055,0.2608,0.20499,0.99212,0.99377,1,0.995,0.83302,0.69084,0.41642,1.22829,0.000600549,0.000600549,0.000600549
323,923.894,0.28069,0.21918,1.02401,0.98709,1,0.995,0.82551,0.73289,0.39701,1.30368,0.000600196,0.000600196,0.000600196
324,926.741,0.26365,0.20176,1.01836,0.99419,1,0.995,0.81562,0.74247,0.42455,1.34738,0.000599842,0.000599842,0.000599842
325,929.585,0.23441,0.18928,0.98706,0.94032,0.95833,0.99056,0.78924,0.79361,0.57777,1.47079,0.000599489,0.000599489,0.000599489
326,932.435,0.27748,0.2239,0.99564,0.96484,1,0.995,0.74476,0.90114,0.83631,1.55748,0.000599135,0.000599135,0.000599135
327,935.309,0.25499,0.20112,0.98391,0.95053,1,0.9918,0.77742,0.87326,0.73587,1.46398,0.000598782,0.000598782,0.000598782
328,938.166,0.26279,0.19099,1.00696,0.90561,1,0.98577,0.73514,0.91923,0.65335,1.52672,0.000598428,0.000598428,0.000598428
329,941.055,0.24062,0.21867,1.01023,0.91892,1,0.98859,0.7539,0.8125,0.56719,1.41244,0.000598075,0.000598075,0.000598075
330,943.887,0.24167,0.19724,1.01004,0.86334,0.95833,0.90065,0.67374,0.87111,0.67466,1.52053,0.000597722,0.000597722,0.000597722
331,946.741,0.23194,0.19533,0.97305,0.80928,0.95833,0.88839,0.66578,0.83571,0.6901,1.52204,0.000597368,0.000597368,0.000597368
332,949.611,0.22766,0.20672,0.97343,0.88869,0.99804,0.90949,0.71357,0.78937,0.59829,1.46968,0.000597015,0.000597015,0.000597015
333,952.456,0.23682,0.1971,0.97703,0.95987,0.99674,0.957,0.77183,0.76284,0.52069,1.40099,0.000596661,0.000596661,0.000596661
334,955.314,0.28117,0.20037,0.98243,0.95776,0.94525,0.9831,0.82397,0.78438,0.52903,1.41356,0.000596308,0.000596308,0.000596308
335,958.163,0.23932,0.18856,0.99178,0.87069,0.84198,0.93841,0.73103,0.91406,0.82002,1.55797,0.000595954,0.000595954,0.000595954
336,961.01,0.25129,0.21027,0.99422,0.6658,1,0.8203,0.56871,1.01989,1.12518,1.6097,0.000595601,0.000595601,0.000595601
337,963.855,0.22284,0.18325,0.95239,0.79774,0.95833,0.93218,0.66001,0.94479,0.9834,1.50744,0.000595248,0.000595248,0.000595248
338,966.727,0.25739,0.20972,0.98003,0.91764,0.83333,0.94873,0.63392,0.92762,0.93211,1.40224,0.000594894,0.000594894,0.000594894
339,969.598,0.24026,0.19215,1.01277,0.87091,0.84365,0.94947,0.77211,0.70436,0.77029,1.15704,0.000594541,0.000594541,0.000594541
340,972.454,0.23997,0.19665,0.99872,0.91925,1,0.98885,0.88858,0.55756,0.50958,1.04566,0.000594187,0.000594187,0.000594187
341,975.336,0.26347,0.2101,0.98281,0.98057,1,0.995,0.90467,0.50635,0.39776,0.99966,0.000593834,0.000593834,0.000593834
342,978.19,0.27786,0.20922,1.00741,0.99512,1,0.995,0.91418,0.52901,0.40972,1.02389,0.00059348,0.00059348,0.00059348
343,981.033,0.23704,0.19338,0.99083,0.9975,1,0.995,0.92773,0.50356,0.36114,0.98056,0.000593127,0.000593127,0.000593127
344,983.882,0.25557,0.2026,0.99486,0.99761,1,0.995,0.93837,0.48279,0.31517,0.97801,0.000592774,0.000592774,0.000592774
345,986.724,0.2492,0.18949,1.00192,0.99781,1,0.995,0.93109,0.48613,0.36735,0.9811,0.00059242,0.00059242,0.00059242
346,989.6,0.23754,0.18433,0.98076,0.99776,1,0.995,0.92914,0.52272,0.42969,1.01903,0.000592067,0.000592067,0.000592067
347,992.449,0.2415,0.19573,0.9786,0.99771,1,0.995,0.93568,0.51138,0.38944,0.96248,0.000591713,0.000591713,0.000591713
348,995.339,0.24222,0.19619,0.99665,0.97726,1,0.995,0.94495,0.47705,0.35367,0.9215,0.00059136,0.00059136,0.00059136
349,998.19,0.28466,0.20783,1.01948,0.98267,1,0.995,0.92517,0.4761,0.34915,0.90787,0.000591006,0.000591006,0.000591006
350,1001.05,0.24975,0.20479,0.99744,0.99698,1,0.995,0.91852,0.51776,0.36337,0.97261,0.000590653,0.000590653,0.000590653
351,1003.93,0.26072,0.2167,0.98286,0.99479,1,0.995,0.92156,0.51938,0.37901,0.96591,0.0005903,0.0005903,0.0005903
352,1006.82,0.26898,0.20554,0.99101,0.99417,1,0.995,0.93789,0.50057,0.36277,0.96261,0.000589946,0.000589946,0.000589946
353,1009.68,0.25531,0.2041,0.96876,0.95487,1,0.9934,0.90221,0.46991,0.32154,0.96687,0.000589593,0.000589593,0.000589593
354,1012.54,0.24898,0.18722,0.978,0.99728,1,0.995,0.91712,0.47298,0.34629,1.00587,0.000589239,0.000589239,0.000589239
355,1015.39,0.25554,0.20257,0.99503,0.99758,1,0.995,0.92414,0.50648,0.37426,1.06703,0.000588886,0.000588886,0.000588886
356,1018.26,0.26031,0.22265,0.99731,0.9961,1,0.995,0.92931,0.42697,0.30562,0.90372,0.000588532,0.000588532,0.000588532
357,1021.12,0.24529,0.20976,0.99322,0.99771,1,0.995,0.92665,0.40097,0.2609,0.87841,0.000588179,0.000588179,0.000588179
358,1023.98,0.24377,0.20716,0.98164,0.99726,1,0.995,0.92896,0.414,0.2405,0.88661,0.000587825,0.000587825,0.000587825
359,1026.82,0.27259,0.21311,0.99043,0.99758,1,0.995,0.91418,0.5221,0.2624,1.06299,0.000587472,0.000587472,0.000587472
360,1029.66,0.27037,0.22008,1.00166,0.99779,1,0.995,0.88889,0.57416,0.31517,1.18751,0.000587119,0.000587119,0.000587119
361,1032.53,0.2454,0.20903,0.9904,0.99767,1,0.995,0.90405,0.52987,0.26282,1.13141,0.000586765,0.000586765,0.000586765
362,1035.42,0.22221,0.19589,0.97341,0.99748,1,0.995,0.91732,0.50196,0.23163,1.06431,0.000586412,0.000586412,0.000586412
363,1038.26,0.26616,0.20859,1.00282,0.99741,1,0.995,0.90447,0.49676,0.23773,1.05016,0.000586058,0.000586058,0.000586058
364,1041.16,0.24926,0.19451,0.95997,0.99761,1,0.995,0.91422,0.47038,0.22645,0.99842,0.000585705,0.000585705,0.000585705
365,1043.99,0.24877,0.20174,0.97799,0.99768,1,0.995,0.91872,0.44157,0.22365,0.94881,0.000585351,0.000585351,0.000585351
366,1046.84,0.234,0.20422,0.99353,0.9977,1,0.995,0.92495,0.41944,0.22345,0.91075,0.000584998,0.000584998,0.000584998
367,1049.69,0.27199,0.20428,1.00078,0.99774,1,0.995,0.93147,0.42368,0.23065,0.92487,0.000584645,0.000584645,0.000584645
368,1052.56,0.26067,0.19703,0.9826,0.99753,1,0.995,0.94105,0.44302,0.26256,0.95414,0.000584291,0.000584291,0.000584291
369,1055.42,0.22826,0.18087,0.97613,0.99725,1,0.995,0.94249,0.44734,0.28693,0.95375,0.000583938,0.000583938,0.000583938
370,1058.26,0.23443,0.20444,0.99978,0.99166,1,0.995,0.94725,0.43559,0.3157,0.92303,0.000583584,0.000583584,0.000583584
371,1061.11,0.25217,0.21667,0.99474,1,0.98715,0.995,0.9362,0.44504,0.35293,0.92536,0.000583231,0.000583231,0.000583231
372,1063.96,0.22414,0.20199,0.98142,0.95614,1,0.9802,0.90098,0.48249,0.46704,0.97768,0.000582877,0.000582877,0.000582877
373,1066.81,0.26663,0.19703,0.98825,0.9532,1,0.9686,0.8884,0.50933,0.51935,1.07205,0.000582524,0.000582524,0.000582524
374,1069.67,0.25214,0.20709,1.00966,0.93046,1,0.9818,0.9073,0.47108,0.41512,1.01736,0.000582171,0.000582171,0.000582171
