epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
375,1072.53,0.27494,0.20333,0.99536,0.99692,1,0.995,0.92394,0.47364,0.3234,1.02209,0.000581817,0.000581817,0.000581817
376,1075.39,0.2898,0.22968,1.0119,0.99766,1,0.995,0.9096,0.53643,0.33454,1.15506,0.000581464,0.000581464,0.000581464
377,1078.24,0.24204,0.19569,0.95559,0.99724,1,0.995,0.91145,0.58032,0.33923,1.24231,0.00058111,0.00058111,0.00058111
378,1081.12,0.23267,0.19603,0.99037,0.99758,1,0.995,0.92003,0.53469,0.27718,1.13899,0.000580757,0.000580757,0.000580757
379,1083.96,0.21128,0.19228,0.97893,0.99768,1,0.995,0.92369,0.5285,0.27514,1.10161,0.000580403,0.000580403,0.000580403
380,1086.81,0.2545,0.18917,1.01443,0.99758,1,0.995,0.91802,0.54764,0.46885,1.05461,0.00058005,0.00058005,0.00058005
381,1089.69,0.26171,0.22169,0.9747,0.82553,0.95833,0.96229,0.80786,0.77283,0.98425,1.30288,0.000579697,0.000579697,0.000579697
382,1092.56,0.2744,0.20653,1.02108,0.77255,1,0.92404,0.7405,1.01624,1.16117,1.72899,0.000579343,0.000579343,0.000579343
383,1095.42,0.23501,0.19907,0.97695,0.8255,1,0.94151,0.80978,0.78796,1.03648,1.37593,0.00057899,0.00057899,0.00057899
384,1098.28,0.2493,0.20505,0.96078,0.91111,1,0.98363,0.87398,0.63092,0.71159,1.13758,0.000578636,0.000578636,0.000578636
385,1101.13,0.24277,0.19564,0.96911,0.95516,0.95833,0.99192,0.87075,0.64386,0.5544,1.0579,0.000578283,0.000578283,0.000578283
386,1103.98,0.24653,0.18189,0.97886,0.94954,0.95833,0.98889,0.83737,0.77001,0.53544,1.1538,0.000577929,0.000577929,0.000577929
387,1106.83,0.23529,0.20154,0.98812,0.8865,1,0.98736,0.84769,0.73493,0.54532,1.15537,0.000577576,0.000577576,0.000577576
388,1109.69,0.24886,0.19552,0.96315,0.94025,0.95833,0.98692,0.81568,0.72233,0.64051,1.20517,0.000577223,0.000577223,0.000577223
389,1112.56,0.29348,0.23255,0.99981,0.90707,1,0.97984,0.83624,0.62929,0.57244,1.13054,0.000576869,0.000576869,0.000576869
390,1115.41,0.241,0.19571,0.99637,0.92114,1,0.975,0.84346,0.5924,0.50556,1.11976,0.000576516,0.000576516,0.000576516
391,1118.31,0.23973,0.20212,0.96707,0.95895,0.97363,0.9934,0.86977,0.55491,0.52338,1.07682,0.000576162,0.000576162,0.000576162
392,1121.14,0.28107,0.22481,0.9944,0.97307,1,0.995,0.89866,0.60115,0.4506,1.15301,0.000575809,0.000575809,0.000575809
393,1123.99,0.22489,0.2156,1.01284,0.99354,1,0.995,0.8944,0.63096,0.39664,1.19044,0.000575455,0.000575455,0.000575455
394,1126.84,0.26208,0.20012,0.99212,0.99569,1,0.995,0.89394,0.64259,0.37131,1.22259,0.000575102,0.000575102,0.000575102
395,1129.69,0.24977,0.21353,0.98475,0.99776,1,0.995,0.90044,0.58027,0.34527,1.18366,0.000574749,0.000574749,0.000574749
396,1132.56,0.2443,0.20858,0.94084,0.99783,1,0.995,0.94283,0.49041,0.31462,1.05743,0.000574395,0.000574395,0.000574395
397,1135.41,0.23999,0.18687,0.97577,0.9977,1,0.995,0.94751,0.44601,0.25977,1.00151,0.000574042,0.000574042,0.000574042
398,1138.29,0.24517,0.19412,0.97108,0.99775,1,0.995,0.94504,0.45679,0.24294,1.04059,0.000573688,0.000573688,0.000573688
399,1141.15,0.24973,0.19234,0.95999,0.99771,1,0.995,0.9327,0.45014,0.21455,1.04889,0.000573335,0.000573335,0.000573335
400,1144,0.22248,0.20438,0.98856,0.99791,1,0.995,0.93379,0.44224,0.22109,1.01921,0.000572981,0.000572981,0.000572981
401,1146.84,0.25781,0.19875,0.96086,0.99796,1,0.995,0.93118,0.47093,0.27458,1.06099,0.000572628,0.000572628,0.000572628
402,1149.68,0.24054,0.20657,0.99651,0.99798,1,0.995,0.92597,0.48133,0.29772,1.08939,0.000572275,0.000572275,0.000572275
403,1152.53,0.23505,0.18585,0.97402,0.99792,1,0.995,0.92546,0.45617,0.27339,1.03901,0.000571921,0.000571921,0.000571921
404,1155.39,0.2235,0.21253,0.98037,0.99791,1,0.995,0.93083,0.44454,0.25936,1.00583,0.000571568,0.000571568,0.000571568
405,1158.26,0.25861,0.19147,1.00229,0.9979,1,0.995,0.92535,0.46326,0.26735,0.99473,0.000571214,0.000571214,0.000571214
406,1161.13,0.23663,0.18262,0.97274,0.99785,1,0.995,0.91567,0.49601,0.30465,1.01821,0.000570861,0.000570861,0.000570861
407,1164.03,0.21244,0.17594,0.97209,0.99777,1,0.995,0.90471,0.48631,0.31562,0.99822,0.000570507,0.000570507,0.000570507
408,1166.9,0.24752,0.24144,0.9854,0.99551,1,0.995,0.91306,0.50217,0.34465,1.02893,0.000570154,0.000570154,0.000570154
409,1169.76,0.25197,0.20928,0.99713,0.99403,1,0.995,0.90906,0.50523,0.31563,1.04887,0.000569801,0.000569801,0.000569801
410,1172.63,0.23147,0.18555,0.98119,0.99286,1,0.995,0.92298,0.47704,0.30119,1.01161,0.000569447,0.000569447,0.000569447
411,1175.47,0.21876,0.20524,0.95832,0.99249,1,0.995,0.91402,0.45047,0.2797,0.98211,0.000569094,0.000569094,0.000569094
412,1178.33,0.20819,0.17522,0.97021,0.99744,1,0.995,0.92912,0.42566,0.26474,0.94101,0.00056874,0.00056874,0.00056874
413,1181.18,0.24053,0.1812,0.98431,0.9969,1,0.995,0.92261,0.43204,0.25216,0.9219,0.000568387,0.000568387,0.000568387
414,1184.01,0.25794,0.19051,0.99292,0.99692,1,0.995,0.91318,0.45768,0.27249,0.9333,0.000568033,0.000568033,0.000568033
415,1186.88,0.22614,0.19139,0.9824,0.9967,1,0.995,0.92104,0.47712,0.28233,0.955,0.00056768,0.00056768,0.00056768
416,1189.72,0.2409,0.20363,0.95543,0.99742,1,0.995,0.89453,0.53446,0.31672,1.03351,0.000567327,0.000567327,0.000567327
417,1192.59,0.23536,0.20763,1.01258,0.99044,1,0.995,0.89451,0.60921,0.3477,1.16452,0.000566973,0.000566973,0.000566973
418,1195.47,0.24367,0.18991,1.00998,0.96334,1,0.995,0.89369,0.59387,0.38415,1.14133,0.00056662,0.00056662,0.00056662
419,1198.32,0.22093,0.1894,0.97147,0.99561,1,0.995,0.92678,0.54965,0.3608,1.08853,0.000566266,0.000566266,0.000566266
420,1201.16,0.20882,0.17299,0.95142,0.99767,1,0.995,0.90024,0.61752,0.49308,1.21877,0.000565913,0.000565913,0.000565913
421,1204.02,0.22178,0.1947,0.97068,0.99773,1,0.995,0.88897,0.67699,0.5599,1.33412,0.000565559,0.000565559,0.000565559
422,1206.86,0.23102,0.2019,0.97834,0.99768,1,0.995,0.90014,0.6213,0.4527,1.23802,0.000565206,0.000565206,0.000565206
423,1209.76,0.23634,0.20142,0.97838,0.99764,1,0.995,0.9077,0.57601,0.41155,1.1617,0.000564853,0.000564853,0.000564853
424,1212.61,0.2068,0.17768,0.95188,0.99776,1,0.995,0.94518,0.52285,0.35848,1.09603,0.000564499,0.000564499,0.000564499
425,1215.45,0.2386,0.18323,0.97315,0.99787,1,0.995,0.94254,0.48227,0.33281,1.06264,0.000564146,0.000564146,0.000564146
426,1218.3,0.22683,0.19962,0.99548,0.9979,1,0.995,0.91902,0.47546,0.33074,1.04643,0.000563792,0.000563792,0.000563792
427,1221.14,0.21491,0.1871,0.96407,0.99784,1,0.995,0.92551,0.46791,0.33854,1.05393,0.000563439,0.000563439,0.000563439
428,1224.01,0.21604,0.18069,0.94416,0.99692,1,0.995,0.92025,0.49932,0.35409,1.09871,0.000563085,0.000563085,0.000563085
429,1226.86,0.22609,0.19229,0.96599,0.99766,1,0.995,0.9235,0.53288,0.38353,1.10323,0.000562732,0.000562732,0.000562732
430,1229.72,0.27695,0.22837,0.99965,0.99784,1,0.995,0.91026,0.5016,0.38152,1.0238,0.000562379,0.000562379,0.000562379
431,1232.58,0.21327,0.16875,0.94694,0.99772,1,0.995,0.91593,0.46227,0.34396,0.94553,0.000562025,0.000562025,0.000562025
432,1235.42,0.25916,0.20964,1.00586,0.99778,1,0.995,0.9335,0.42703,0.31326,0.87598,0.000561672,0.000561672,0.000561672
433,1238.27,0.22232,0.19202,0.96406,0.9978,1,0.995,0.94562,0.41962,0.30107,0.8685,0.000561318,0.000561318,0.000561318
434,1241.13,0.21808,0.17533,0.9596,0.99569,1,0.995,0.95512,0.43077,0.33424,0.89096,0.000560965,0.000560965,0.000560965
435,1244.07,0.21952,0.18154,0.95098,0.98832,1,0.995,0.94337,0.45267,0.39359,0.9245,0.000560611,0.000560611,0.000560611
436,1246.92,0.24155,0.18765,0.9715,0.99029,1,0.995,0.92565,0.50019,0.44555,0.99894,0.000560258,0.000560258,0.000560258
437,1249.8,0.23413,0.19606,1.00629,1,0.9906,0.995,0.9057,0.55895,0.52535,1.09426,0.000559905,0.000559905,0.000559905
438,1252.64,0.18969,0.15818,0.92507,1,0.99932,0.995,0.89175,0.58405,0.51819,1.15302,0.000559551,0.000559551,0.000559551
439,1255.55,0.22256,0.19685,0.99677,0.98591,1,0.995,0.8961,0.57143,0.4436,1.17564,0.000559198,0.000559198,0.000559198
440,1258.43,0.21954,0.20554,0.97963,0.99483,1,0.995,0.90337,0.56586,0.37925,1.1438,0.000558844,0.000558844,0.000558844
441,1261.29,0.21139,0.1812,1.00024,0.9977,1,0.995,0.87095,0.638,0.4294,1.1721,0.000558491,0.000558491,0.000558491
442,1264.15,0.21909,0.17931,0.97434,0.99514,1,0.995,0.85261,0.65527,0.44264,1.20371,0.000558137,0.000558137,0.000558137
443,1267.04,0.20867,0.17619,0.96939,0.97792,1,0.995,0.85027,0.67387,0.46056,1.25487,0.000557784,0.000557784,0.000557784
444,1269.88,0.20925,0.17366,0.94203,0.99305,1,0.995,0.88206,0.57469,0.38846,1.09993,0.000557431,0.000557431,0.000557431
445,1272.73,0.27312,0.22175,0.99364,0.98895,1,0.995,0.90126,0.5076,0.31808,0.99876,0.000557077,0.000557077,0.000557077
446,1275.58,0.20246,0.18134,0.96301,0.9906,1,0.995,0.90675,0.47327,0.29108,0.97079,0.000556724,0.000556724,0.000556724
447,1278.43,0.23344,0.19642,0.97266,0.99522,1,0.995,0.92648,0.45132,0.26245,0.95592,0.00055637,0.00055637,0.00055637
448,1281.28,0.23463,0.20265,0.98443,0.99741,1,0.995,0.90836,0.48384,0.28857,1.01333,0.000556017,0.000556017,0.000556017
449,1284.13,0.24354,0.18537,1.00206,0.99363,1,0.995,0.89497,0.54934,0.35567,1.10397,0.000555663,0.000555663,0.000555663
450,1287.04,0.24605,0.21002,1.00218,0.99111,1,0.995,0.88994,0.54063,0.35981,1.09948,0.00055531,0.00055531,0.00055531
451,1289.88,0.27166,0.19444,1.02745,0.92022,1,0.9786,0.86854,0.50409,0.35643,1.04372,0.000554956,0.000554956,0.000554956
452,1292.74,0.22176,0.1873,0.97107,0.92253,1,0.9934,0.9031,0.4836,0.3177,1.01989,0.000554603,0.000554603,0.000554603
453,1295.61,0.22164,0.18811,0.98407,0.97903,1,0.995,0.89832,0.5434,0.33352,1.09265,0.00055425,0.00055425,0.00055425
454,1298.45,0.20375,0.17149,0.97928,0.99013,1,0.995,0.85967,0.67896,0.42019,1.28269,0.000553896,0.000553896,0.000553896
455,1301.3,0.2451,0.21249,0.98143,0.99081,1,0.995,0.82487,0.77446,0.47057,1.42378,0.000553543,0.000553543,0.000553543
456,1304.14,0.24269,0.19057,1.00596,0.98753,1,0.995,0.84537,0.72951,0.46399,1.40286,0.000553189,0.000553189,0.000553189
457,1306.98,0.20323,0.16038,0.97397,0.97805,1,0.995,0.84042,0.7097,0.43144,1.37429,0.000552836,0.000552836,0.000552836
458,1309.86,0.22707,0.19487,0.98486,0.9804,1,0.995,0.83731,0.75406,0.49426,1.41042,0.000552482,0.000552482,0.000552482
459,1312.71,0.258,0.19615,0.96302,0.94436,0.91667,0.96778,0.81417,0.72103,0.50677,1.31578,0.000552129,0.000552129,0.000552129
460,1315.6,0.23678,0.1856,0.99608,0.94795,0.95833,0.98533,0.87124,0.61449,0.41614,1.1884,0.000551776,0.000551776,0.000551776
461,1318.46,0.19637,0.19686,0.94649,0.99724,1,0.995,0.90987,0.52949,0.32263,1.09779,0.000551422,0.000551422,0.000551422
462,1321.31,0.23405,0.19387,0.97112,0.99782,1,0.995,0.91511,0.51263,0.29249,1.06763,0.000551069,0.000551069,0.000551069
463,1324.16,0.22853,0.18459,0.97781,0.99767,1,0.995,0.93138,0.51062,0.29683,1.04658,0.000550715,0.000550715,0.000550715
464,1327.01,0.19529,0.18313,0.97209,0.99683,1,0.995,0.9081,0.5241,0.32997,1.09169,0.000550362,0.000550362,0.000550362
465,1329.87,0.22957,0.19427,0.97447,1,0.99525,0.995,0.88896,0.58946,0.35119,1.20531,0.000550008,0.000550008,0.000550008
466,1332.72,0.22553,0.185,0.98303,0.99651,1,0.995,0.89748,0.59904,0.36889,1.23055,0.000549655,0.000549655,0.000549655
467,1335.6,0.2493,0.20632,0.9519,0.99495,1,0.995,0.88198,0.58446,0.3466,1.21802,0.000549302,0.000549302,0.000549302
468,1338.44,0.23623,0.1636,0.94363,0.99743,1,0.995,0.89059,0.59528,0.35257,1.25556,0.000548948,0.000548948,0.000548948
469,1341.33,0.22529,0.18165,0.97632,0.99653,1,0.995,0.87781,0.61419,0.41737,1.24827,0.000548595,0.000548595,0.000548595
470,1344.2,0.23066,0.20215,0.99786,0.99442,1,0.995,0.89434,0.56306,0.38123,1.17653,0.000548241,0.000548241,0.000548241
471,1347.05,0.21726,0.19218,0.94068,0.99618,1,0.995,0.89872,0.53453,0.36183,1.14393,0.000547888,0.000547888,0.000547888
472,1349.9,0.2291,0.19199,0.9969,0.99733,1,0.995,0.89375,0.53016,0.36346,1.11569,0.000547534,0.000547534,0.000547534
473,1352.76,0.22418,0.19587,0.97483,0.99742,1,0.995,0.88275,0.54512,0.3656,1.11644,0.000547181,0.000547181,0.000547181
474,1355.64,0.22509,0.19936,0.9726,0.99764,1,0.995,0.84536,0.67023,0.4774,1.27329,0.000546828,0.000546828,0.000546828
475,1358.51,0.22001,0.18712,0.96267,0.99791,1,0.995,0.84819,0.73223,0.54086,1.40978,0.000546474,0.000546474,0.000546474
476,1361.35,0.2308,0.1817,0.95467,0.99846,1,0.995,0.87702,0.68036,0.51209,1.32295,0.000546121,0.000546121,0.000546121
477,1364.23,0.21936,0.19424,0.95212,0.9982,1,0.995,0.91772,0.53457,0.3718,1.08988,0.000545767,0.000545767,0.000545767
478,1367.09,0.22912,0.18938,0.97444,0.99773,1,0.995,0.93416,0.43104,0.27458,0.95403,0.000545414,0.000545414,0.000545414
479,1369.96,0.22247,0.17324,0.98071,0.99746,1,0.995,0.92772,0.42299,0.31132,0.9304,0.00054506,0.00054506,0.00054506
480,1372.81,0.19129,0.16401,0.95012,0.99774,1,0.995,0.91932,0.46858,0.3186,0.98231,0.000544707,0.000544707,0.000544707
481,1375.68,0.1975,0.17122,0.94757,0.99774,1,0.995,0.90294,0.50849,0.31962,1.04178,0.000544354,0.000544354,0.000544354
482,1378.55,0.24495,0.18725,0.97821,0.99783,1,0.995,0.92519,0.47671,0.30678,0.99099,0.000544,0.000544,0.000544
483,1381.41,0.19831,0.17915,0.94762,0.99785,1,0.995,0.94129,0.4467,0.27741,0.92753,0.000543647,0.000543647,0.000543647
484,1384.27,0.22172,0.18413,0.9344,0.99768,1,0.995,0.94628,0.4204,0.26448,0.89174,0.000543293,0.000543293,0.000543293
485,1387.11,0.21747,0.20513,0.98415,0.99673,1,0.995,0.94525,0.43335,0.26517,0.92006,0.00054294,0.00054294,0.00054294
486,1389.97,0.21167,0.1754,0.97877,0.99559,1,0.995,0.93766,0.47888,0.33703,1.00371,0.000542586,0.000542586,0.000542586
487,1392.84,0.22299,0.18967,0.97668,0.9968,1,0.995,0.91231,0.54411,0.40938,1.1425,0.000542233,0.000542233,0.000542233
488,1395.68,0.21548,0.16903,0.95712,0.99595,1,0.995,0.90636,0.57123,0.42664,1.19272,0.00054188,0.00054188,0.00054188
489,1398.54,0.2102,0.17118,0.95708,0.99502,1,0.995,0.9042,0.57498,0.42419,1.19703,0.000541526,0.000541526,0.000541526
490,1401.38,0.2156,0.19629,0.96897,0.99008,1,0.995,0.90895,0.55404,0.4385,1.14403,0.000541173,0.000541173,0.000541173
491,1404.25,0.26468,0.18531,0.98342,0.95226,1,0.9934,0.91172,0.58083,0.45276,1.17098,0.000540819,0.000540819,0.000540819
492,1407.08,0.20392,0.18406,0.95467,0.95549,1,0.9934,0.89209,0.60975,0.43763,1.22387,0.000540466,0.000540466,0.000540466
493,1409.94,0.25208,0.20604,1.00029,0.95666,1,0.9934,0.88965,0.57385,0.40756,1.14866,0.000540112,0.000540112,0.000540112
494,1412.79,0.22826,0.18553,0.98665,0.95725,1,0.9934,0.89383,0.58095,0.40575,1.20526,0.000539759,0.000539759,0.000539759
495,1415.63,0.20132,0.19169,0.95156,0.95594,1,0.985,0.87403,0.63773,0.41276,1.32092,0.000539406,0.000539406,0.000539406
496,1418.51,0.21061,0.19136,0.95771,0.9562,1,0.9834,0.86447,0.62084,0.39969,1.31984,0.000539052,0.000539052,0.000539052
497,1421.38,0.22612,0.16699,0.99339,0.98601,1,0.995,0.87952,0.5646,0.3895,1.20044,0.000538699,0.000538699,0.000538699
498,1424.23,0.23714,0.20026,0.98914,0.95657,1,0.9918,0.8684,0.56482,0.34562,1.1563,0.000538345,0.000538345,0.000538345
499,1427.09,0.21652,0.18455,0.96235,1,0.99602,0.995,0.82995,0.64368,0.43599,1.23426,0.000537992,0.000537992,0.000537992
500,1429.95,0.23954,0.17547,0.97252,1,0.98794,0.995,0.80099,0.80619,0.51625,1.45949,0.000537638,0.000537638,0.000537638
501,1432.8,0.20257,0.16445,0.94625,0.9143,0.95833,0.98429,0.73838,0.8626,0.60392,1.61194,0.000537285,0.000537285,0.000537285
502,1435.67,0.22869,0.1832,1.00949,0.91701,1,0.98269,0.7844,0.87948,0.54608,1.65346,0.000536932,0.000536932,0.000536932
503,1438.54,0.20076,0.16771,0.92844,0.94369,1,0.9834,0.79055,0.81819,0.51332,1.59487,0.000536578,0.000536578,0.000536578
504,1441.4,0.21804,0.16955,0.967,0.92058,1,0.9834,0.81833,0.78646,0.47474,1.56445,0.000536225,0.000536225,0.000536225
505,1444.26,0.24833,0.18004,0.95732,0.9964,1,0.995,0.86603,0.67289,0.36259,1.34731,0.000535871,0.000535871,0.000535871
506,1447.14,0.18961,0.17801,0.96644,0.99671,1,0.995,0.89585,0.60155,0.2995,1.24601,0.000535518,0.000535518,0.000535518
507,1449.97,0.24691,0.17336,0.9627,0.99704,1,0.995,0.88596,0.62404,0.30516,1.2889,0.000535164,0.000535164,0.000535164
508,1452.82,0.2342,0.19825,0.97462,0.99733,1,0.995,0.86493,0.67146,0.34215,1.37608,0.000534811,0.000534811,0.000534811
509,1455.68,0.22456,0.20314,0.98379,0.99726,1,0.995,0.87522,0.65418,0.36103,1.32957,0.000534458,0.000534458,0.000534458
510,1458.56,0.21821,0.16643,0.96442,0.99727,1,0.995,0.90421,0.56396,0.30985,1.15974,0.000534104,0.000534104,0.000534104
511,1461.42,0.21295,0.17929,0.95116,0.99751,1,0.995,0.92215,0.50262,0.28893,1.03929,0.000533751,0.000533751,0.000533751
512,1464.27,0.20335,0.15935,0.9705,0.99768,1,0.995,0.93102,0.49817,0.27958,1.03787,0.000533397,0.000533397,0.000533397
513,1467.15,0.20322,0.19885,0.94601,0.99785,1,0.995,0.913,0.48754,0.29236,1.00637,0.000533044,0.000533044,0.000533044
514,1470.01,0.19561,0.17453,0.95654,0.99775,1,0.995,0.91414,0.4538,0.32658,0.94091,0.00053269,0.00053269,0.00053269
515,1472.87,0.19805,0.19408,0.94187,0.99784,1,0.995,0.90764,0.42702,0.28904,0.92015,0.000532337,0.000532337,0.000532337
516,1475.72,0.21415,0.19385,0.93567,0.99777,1,0.995,0.91294,0.42143,0.27997,0.9206,0.000531984,0.000531984,0.000531984
517,1478.58,0.18191,0.16781,0.93114,0.9978,1,0.995,0.93942,0.41388,0.27653,0.91947,0.00053163,0.00053163,0.00053163
518,1481.46,0.23336,0.19235,0.97926,0.99775,1,0.995,0.93377,0.41443,0.28295,0.93485,0.000531277,0.000531277,0.000531277
519,1484.3,0.2096,0.16781,0.97131,0.99765,1,0.995,0.92297,0.43909,0.29454,0.97427,0.000530923,0.000530923,0.000530923
520,1487.17,0.21213,0.18203,0.94,0.99446,1,0.995,0.91456,0.49842,0.32603,1.05619,0.00053057,0.00053057,0.00053057
521,1490.02,0.23499,0.18761,0.95931,0.98999,1,0.995,0.91371,0.54502,0.36218,1.13777,0.000530216,0.000530216,0.000530216
522,1492.87,0.19546,0.19035,0.94162,0.95908,1,0.995,0.9058,0.57543,0.36132,1.19931,0.000529863,0.000529863,0.000529863
523,1495.74,0.24132,0.17814,0.93702,0.99757,1,0.995,0.89474,0.58342,0.33199,1.22072,0.00052951,0.00052951,0.00052951
524,1498.58,0.20549,0.17885,0.94223,0.99767,1,0.995,0.88203,0.58438,0.29922,1.22895,0.000529156,0.000529156,0.000529156
525,1501.44,0.21547,0.16847,0.94855,0.99764,1,0.995,0.90128,0.5642,0.27249,1.21094,0.000528803,0.000528803,0.000528803
526,1504.27,0.22591,0.17226,0.95529,0.99762,1,0.995,0.90783,0.51065,0.25398,1.14614,0.000528449,0.000528449,0.000528449
527,1507.14,0.2041,0.16748,0.97267,0.99778,1,0.995,0.91901,0.5002,0.25559,1.13331,0.000528096,0.000528096,0.000528096
528,1509.98,0.21999,0.18863,0.95543,0.99774,1,0.995,0.92048,0.53381,0.27292,1.17947,0.000527742,0.000527742,0.000527742
529,1512.84,0.21163,0.20115,0.93285,0.99777,1,0.995,0.8943,0.51294,0.28147,1.15583,0.000527389,0.000527389,0.000527389
530,1515.71,0.2037,0.16661,0.96851,0.99779,1,0.995,0.9031,0.47073,0.254,1.08128,0.000527036,0.000527036,0.000527036
531,1518.56,0.23549,0.19754,0.94853,0.99786,1,0.995,0.92845,0.44808,0.25725,1.04127,0.000526682,0.000526682,0.000526682
532,1521.44,0.21369,0.18579,0.95605,0.99784,1,0.995,0.93296,0.43407,0.22891,1.00423,0.000526329,0.000526329,0.000526329
533,1524.28,0.29113,0.20823,1.01834,0.99784,1,0.995,0.94658,0.43247,0.21383,0.95429,0.000525975,0.000525975,0.000525975
534,1527.14,0.21533,0.20124,0.98383,0.99782,1,0.995,0.92214,0.46318,0.22842,1.01551,0.000525622,0.000525622,0.000525622
535,1529.99,0.22144,0.1726,0.96168,0.99761,1,0.995,0.92136,0.49618,0.255,1.09342,0.000525268,0.000525268,0.000525268
536,1532.85,0.20583,0.17251,0.92431,0.99765,1,0.995,0.91679,0.51638,0.29422,1.15893,0.000524915,0.000524915,0.000524915
537,1535.72,0.18548,0.15831,0.96399,0.99752,1,0.995,0.93394,0.4921,0.25943,1.12187,0.000524562,0.000524562,0.000524562
538,1538.57,0.20695,0.16987,0.94483,0.99764,1,0.995,0.93658,0.47059,0.24937,1.05999,0.000524208,0.000524208,0.000524208
539,1541.42,0.19809,0.15488,0.9401,0.99766,1,0.995,0.94493,0.43864,0.23435,0.98784,0.000523855,0.000523855,0.000523855
540,1544.26,0.18853,0.15656,0.93231,0.99773,1,0.995,0.93593,0.44129,0.23263,0.98498,0.000523501,0.000523501,0.000523501
541,1547.1,0.2096,0.18327,0.95921,0.99766,1,0.995,0.92682,0.45864,0.23929,1.00142,0.000523148,0.000523148,0.000523148
542,1549.95,0.2354,0.17452,0.96539,0.99728,1,0.995,0.93564,0.47362,0.23561,1.01437,0.000522794,0.000522794,0.000522794
543,1552.82,0.21312,0.18096,0.98305,0.99406,1,0.995,0.94266,0.44855,0.25476,0.99984,0.000522441,0.000522441,0.000522441
544,1555.66,0.20515,0.18777,0.96595,0.99177,1,0.995,0.93826,0.47525,0.35104,1.01649,0.000522088,0.000522088,0.000522088
545,1558.51,0.17694,0.18315,0.94181,0.99077,1,0.995,0.92117,0.50009,0.34986,1.06101,0.000521734,0.000521734,0.000521734
546,1561.34,0.20278,0.18286,0.96349,0.99439,1,0.995,0.89513,0.53476,0.31536,1.10038,0.000521381,0.000521381,0.000521381
547,1564.2,0.20254,0.18805,0.95668,0.99711,1,0.995,0.91041,0.54719,0.32603,1.1229,0.000521027,0.000521027,0.000521027
548,1567.04,0.20693,0.1902,0.93202,0.99757,1,0.995,0.90098,0.5456,0.31139,1.13186,0.000520674,0.000520674,0.000520674
549,1569.88,0.21343,0.21034,0.93504,0.92142,1,0.99192,0.89419,0.58779,0.35915,1.16071,0.00052032,0.00052032,0.00052032
550,1572.75,0.17683,0.16274,0.93717,0.99502,1,0.995,0.89804,0.62315,0.42745,1.14214,0.000519967,0.000519967,0.000519967
551,1575.59,0.17018,0.16002,0.93193,0.99728,1,0.995,0.88568,0.61057,0.44998,1.11148,0.000519613,0.000519613,0.000519613
552,1578.47,0.21196,0.1794,0.97622,1,0.99921,0.995,0.89947,0.511,0.37303,1.00721,0.00051926,0.00051926,0.00051926
553,1581.32,0.19944,0.15666,0.96274,0.98783,1,0.995,0.90609,0.52723,0.32241,1.04105,0.000518907,0.000518907,0.000518907
554,1584.18,0.23367,0.18744,0.96627,0.98529,1,0.995,0.89484,0.55455,0.31503,1.07068,0.000518553,0.000518553,0.000518553
555,1587.02,0.22357,0.18136,0.98905,0.97663,1,0.995,0.9087,0.48443,0.33415,0.98301,0.0005182,0.0005182,0.0005182
556,1589.87,0.2208,0.196,0.98087,0.99772,1,0.995,0.92632,0.46092,0.27246,1.00095,0.000517846,0.000517846,0.000517846
557,1592.7,0.21517,0.17737,0.96805,0.99771,1,0.995,0.92427,0.45908,0.28337,0.99956,0.000517493,0.000517493,0.000517493
558,1595.58,0.22011,0.17425,0.96058,0.99764,1,0.995,0.93804,0.47797,0.31286,1.02634,0.000517139,0.000517139,0.000517139
559,1598.41,0.19575,0.16418,0.93204,0.99766,1,0.995,0.91643,0.51913,0.3343,1.08379,0.000516786,0.000516786,0.000516786
560,1601.25,0.20298,0.17141,0.98459,0.99767,1,0.995,0.89916,0.5326,0.35138,1.10164,0.000516433,0.000516433,0.000516433
561,1604.1,0.2298,0.17163,0.97783,0.99762,1,0.995,0.8809,0.5794,0.37569,1.1642,0.000516079,0.000516079,0.000516079
562,1606.94,0.21374,0.18609,0.99467,0.99747,1,0.995,0.87538,0.6546,0.40406,1.28294,0.000515726,0.000515726,0.000515726
563,1609.79,0.19873,0.17391,0.94643,0.99732,1,0.995,0.86963,0.65534,0.38373,1.2893,0.000515372,0.000515372,0.000515372
564,1612.64,0.22106,0.19284,0.95039,0.99743,1,0.995,0.86988,0.64097,0.38878,1.26854,0.000515019,0.000515019,0.000515019
565,1615.5,0.19767,0.15558,0.96098,0.99769,1,0.995,0.88349,0.60448,0.38098,1.21516,0.000514665,0.000514665,0.000514665
566,1618.36,0.20365,0.17022,0.95411,0.99759,1,0.995,0.88115,0.58011,0.38954,1.21225,0.000514312,0.000514312,0.000514312
567,1621.23,0.18709,0.15672,0.9479,0.99744,1,0.995,0.89856,0.53342,0.38761,1.14202,0.000513959,0.000513959,0.000513959
568,1624.12,0.21561,0.18626,0.9687,0.99711,1,0.995,0.9057,0.48165,0.37561,1.05262,0.000513605,0.000513605,0.000513605
569,1626.98,0.20992,0.17419,0.94232,0.99694,1,0.995,0.91334,0.44901,0.36708,1.00523,0.000513252,0.000513252,0.000513252
